+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst10|u0|onchip_memory2_0                                                                                                                                           ; 52    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|altera_onchip_flash_block                                                                                                                   ; 34    ; 2              ; 0            ; 2              ; 36     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_data_controller|sector_convertor                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_data_controller|sector_address_write_protection_checker                                                                                ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_data_controller|access_address_write_protection_checker                                                                                ; 28    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_data_controller|address_convertor                                                                                                      ; 23    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_data_controller|address_range_checker                                                                                                  ; 23    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_data_controller                                                                                                                        ; 126   ; 6              ; 3            ; 6              ; 76     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0|avmm_csr_controller                                                                                                                         ; 47    ; 4              ; 4            ; 4              ; 64     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|onchip_flash_0                                                                                                                                             ; 93    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios_custom_instr_bitswap_0                                                                                                                                ; 64    ; 0              ; 32           ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_debug_slave_wrapper|the_lms_ctr_nios2_cpu_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_debug_slave_wrapper|the_lms_ctr_nios2_cpu_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_debug_slave_wrapper                                                            ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_ocimem|lms_ctr_nios2_cpu_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_ocimem|lms_ctr_nios2_cpu_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_ocimem                                                                   ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_avalon_reg                                                               ; 48    ; 0              ; 27           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_im                                                                   ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_pib                                                                  ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_fifo|the_lms_ctr_nios2_cpu_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_fifo|the_lms_ctr_nios2_cpu_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_fifo|the_lms_ctr_nios2_cpu_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_fifo                                                                 ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_dtrace|lms_ctr_nios2_cpu_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_dtrace                                                               ; 107   ; 0              ; 96           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_itrace                                                               ; 24    ; 17             ; 22           ; 17             ; 53     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_dbrk                                                                 ; 92    ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_xbrk                                                                 ; 58    ; 5              ; 55           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_break                                                                ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci|the_lms_ctr_nios2_cpu_cpu_nios2_oci_debug                                                                ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_nios2_oci                                                                                                          ; 164   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|lms_ctr_nios2_cpu_cpu_register_bank_b|the_altsyncram|auto_generated                                                                          ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|lms_ctr_nios2_cpu_cpu_register_bank_b                                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|lms_ctr_nios2_cpu_cpu_register_bank_a|the_altsyncram|auto_generated                                                                          ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|lms_ctr_nios2_cpu_cpu_register_bank_a                                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu|the_lms_ctr_nios2_cpu_cpu_test_bench                                                                                                         ; 444   ; 3              ; 410          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu|cpu                                                                                                                                              ; 181   ; 0              ; 27           ; 0              ; 244    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|nios2_cpu                                                                                                                                                  ; 181   ; 3              ; 0            ; 3              ; 244    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|lms_ctr_gpio                                                                                                                                               ; 39    ; 28             ; 28           ; 28             ; 36     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|leds                                                                                                                                                       ; 38    ; 24             ; 24           ; 24             ; 40     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|i2c_opencores_0|i2c_master_top_inst|byte_controller|bit_controller                                                                                         ; 27    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|i2c_opencores_0|i2c_master_top_inst|byte_controller                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|i2c_opencores_0|i2c_master_top_inst                                                                                                                        ; 19    ; 1              ; 0            ; 1              ; 14     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|i2c_opencores_0                                                                                                                                            ; 15    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 2     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|fpga_spi                                                                                                                                                   ; 25    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|flash_spi                                                                                                                                                  ; 25    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|dual_boot_0|alt_dual_boot_avmm_comp                                                                                                                        ; 39    ; 0              ; 28           ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|dual_boot_0                                                                                                                                                ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|dac_spi                                                                                                                                                    ; 25    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0|av_fifo_int_0                                                                                                                                              ; 73    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst10|u0                                                                                                                                                            ; 47    ; 1              ; 0            ; 1              ; 58     ; 1               ; 1             ; 1               ; 2     ; 0              ; 0            ; 0                ; 0                 ;
; inst10                                                                                                                                                               ; 46    ; 18             ; 0            ; 18             ; 56     ; 18              ; 18            ; 18              ; 2     ; 0              ; 0            ; 0                ; 0                 ;
; inst9|pllcfg_inst|fsmB                                                                                                                                               ; 30    ; 8              ; 5            ; 8              ; 12     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst9|pllcfg_inst|fsmA                                                                                                                                               ; 30    ; 6              ; 5            ; 6              ; 12     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst9|pllcfg_inst                                                                                                                                                    ; 39    ; 27             ; 0            ; 27             ; 205    ; 27              ; 27            ; 27              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst9                                                                                                                                                                ; 10    ; 10             ; 0            ; 10             ; 207    ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst11|altclkctrl_0|clkctrl_altclkctrl_0_sub_component                                                                                                 ; 5     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst11|altclkctrl_0                                                                                                                                    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst11                                                                                                                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst10|altclkctrl_0|clkctrl_altclkctrl_0_sub_component                                                                                                 ; 5     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst10|altclkctrl_0                                                                                                                                    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst10                                                                                                                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst9|altclkctrl_0|clkctrl_altclkctrl_0_sub_component                                                                                                  ; 5     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst9|altclkctrl_0                                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst9                                                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst8|altclkctrl_0|clkctrl_altclkctrl_0_sub_component                                                                                                  ; 5     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst8|altclkctrl_0                                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst8                                                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst7|altclkctrl_0|clkctrl_altclkctrl_0_sub_component                                                                                                  ; 5     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst7|altclkctrl_0                                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|clkctrl_inst7                                                                                                                                                  ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|ddrox1_inst7|ddrox1_inst|gpio_one_bit.i_loop[0].altgpio_bit_i                                                                                                  ; 12    ; 7              ; 5            ; 7              ; 4      ; 7               ; 7             ; 7               ; 2     ; 0              ; 1            ; 0                ; 1                 ;
; inst7|ddrox1_inst7|ddrox1_inst                                                                                                                                       ; 15    ; 18             ; 0            ; 18             ; 7      ; 18              ; 18            ; 18              ; 2     ; 0              ; 2            ; 0                ; 2                 ;
; inst7|ddrox1_inst7                                                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|ddrox1_inst6|ddrox1_inst|gpio_one_bit.i_loop[0].altgpio_bit_i                                                                                                  ; 12    ; 7              ; 5            ; 7              ; 4      ; 7               ; 7             ; 7               ; 2     ; 0              ; 1            ; 0                ; 1                 ;
; inst7|ddrox1_inst6|ddrox1_inst                                                                                                                                       ; 15    ; 18             ; 0            ; 18             ; 7      ; 18              ; 18            ; 18              ; 2     ; 0              ; 2            ; 0                ; 2                 ;
; inst7|ddrox1_inst6                                                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_status_inst4                                                                                                                                      ; 7     ; 1              ; 1            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|pll_internal_phasestep|cmpr14                                                                                                      ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|pll_internal_phasestep                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|phasestep_counter|cmpr12                                                                                                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|phasestep_counter                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|altpll_dyn_phase_le5                                                                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|altpll_dyn_phase_le4                                                                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated|altpll_dyn_phase_le2                                                                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|altpll_inst3|auto_generated                                                                                                                                    ; 12    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_ps_top_inst2|pll_ps_fsm_inst1                                                                                                                              ; 34    ; 0              ; 1            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_ps_top_inst2|pll_ps_inst0                                                                                                                                  ; 18    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_ps_top_inst2                                                                                                                                               ; 34    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|decode11|auto_generated                                                                   ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr3|auto_generated                                                                      ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr2|auto_generated                                                                      ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr16|auto_generated                                                                     ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr15|auto_generated                                                                     ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr14|auto_generated                                                                     ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr13|auto_generated                                                                     ; 9     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr12|auto_generated                                                                     ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cntr1|auto_generated                                                                      ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|cmpr7|auto_generated                                                                      ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|add_sub6|auto_generated                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|add_sub5|auto_generated                                                                   ; 19    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component|altsyncram4|auto_generated                                                                ; 11    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1|pll_reconfig_module_pllrcfg_ev01_component                                                                                           ; 27    ; 0              ; 1            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|pll_reconfig_module_inst1                                                                                                                                      ; 27    ; 28             ; 0            ; 28             ; 24     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|config_ctrl_inst0                                                                                                                                              ; 157   ; 1              ; 0            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|bus_sync_reg3                                                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|bus_sync_reg2                                                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|bus_sync_reg1                                                                                                                                                  ; 5     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|bus_sync_reg0                                                                                                                                                  ; 146   ; 0              ; 0            ; 0              ; 144    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg10                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg9                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg8                                                                                                                                                      ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg7                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg6                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg5                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg4                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg3                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst7|sync_reg2                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
